240,,,,
241,,,,
242,,,,
243,,,,
244,,,,
245,,,,
246,,,,
247,,,,
248,,,,
249,,,,
250,,,,
251,,,,
252,,,,
253,,,,
254,,,,
255,,,,
256,0,L,,0
257,0,24V,0,1
258,0,L,,2
259,0,M1+,,3
260,0,M1-,,4
261,0,M2+,,5
262,0,M2-,,6
263,0,24V,0,7
264,255,GND,255,8
265,0,L,,9
266,0,24V,0,10
267,0,L,,11
268,0,L,,12
269,0,24V,0,13
270,0,L,,14
271,0,M3+,,15
272,0,M3-,,16
273,0,L,,17
274,0,24V,0,18
275,0,L,,19
276,0,L,,20
277,0,24V,0,21
278,0,L,,22
279,0,M4+,,23
280,0,M4-,,24
281,0,M5+,,25
282,0,M5-,,26
283,0,L,,27
284,0,24V,0,28
285,0,L,,29
286,0,L,,30
287,0,24V,0,31
288,0,L,,32
289,0,24V,0,33
290,255,GND,255,34
291,0,L,,35
292,0,24V,0,36
293,0,L,,37
294,0,L,,38
295,0,24V,0,39
296,0,L,,40
297,0,L,,41
298,0,24V,0,42
299,0,L,,43
300,0,L,,44
301,0,24V,0,45
302,0,L,,46
303,0,FAN 24V,,47
304,255,GND,255,48
305,0,L,,49
306,0,24V,0,50
307,0,L,,51
308,0,L,,52
309,0,24V,0,53
310,0,L,,54
311,0,L,,55
312,0,24V,0,56
313,0,L,,57
314,0,24V,0,58
315,255,GND,255,59
316,0,,,
317,0,,,
318,0,,,
319,0,,,
320,0,,,
321,0,,,
322,0,,,
323,0,,,
324,0,,,
325,0,,,
326,0,,,
327,0,,,
328,0,,,
329,0,,,
330,0,,,
331,0,,,
332,0,,,
333,0,,,
334,0,,,
335,0,,,
336,0,,,
337,0,,,
338,0,,,
339,0,,,
340,0,,,
341,0,,,
342,0,,,
343,0,,,
344,0,,,
345,0,,,
346,0,,,
347,0,,,
348,,,,
349,,,,
350,,,,
351,,,,
352,,,,
353,,,,
354,,,,
355,,,,
356,,,,
357,,,,
358,,,,
359,,,,
360,,,,
361,,,,
362,,,,
363,,,,
364,,,,
365,,,,
366,,,,
367,,,,
368,,,,
369,,,,
370,,,,
371,,,,
372,,,,
373,,,,
374,,,,
375,,,,
376,,,,
377,,,,
378,,,,
379,,,,
380,,,,
381,,,,
382,,,,
383,,,,
384,,,,
385,,,,
386,,,,
387,,,,
388,,,,
389,,,,
390,,,,
391,,,,
392,,,,
393,,,,
394,,,,
395,,,,
396,,,,
397,,,,
398,,,,
399,,,,
400,,,,
401,,,,
402,,,,
403,,,,
404,,,,
405,,,,
406,,,,
407,,,,
408,,,,
409,,,,
410,,,,
411,,,,
412,,,,
413,,,,
414,,,,
415,,,,
416,,,,
417,,,,
418,,,,
419,,,,
420,,,,
421,,,,
422,,,,
423,,,,
424,,,,
425,,,,
426,,,,
427,,,,
428,,,,
429,,,,
430,,,,
431,,,,
432,,,,
433,,,,
434,,,,
435,,,,
436,,,,
437,,,,
438,,,,
439,,,,
440,,,,
441,,,,
442,,,,
443,,,,
444,,,,
445,,,,
446,,,,
447,,,,
448,,,,
449,,,,
450,,,,
451,,,,
452,,,,
453,,,,
454,,,,
455,,,,
456,,,,
457,,,,
458,,,,
459,,,,
460,,,,
461,,,,
462,,,,
463,,,,
464,,,,
465,,,,
466,,,,
467,,,,
468,,,,
469,,,,
470,,,,
471,,,,
472,,,,
473,,,,
474,,,,
475,,,,
476,,,,
477,,,,
478,,,,
479,,,,
480,,,,
481,,,,
482,,,,
483,,,,
484,,,,
485,,,,
486,,,,
487,,,,
488,,,,
489,,,,
490,,,,
491,,,,
492,,,,
493,,,,
494,,,,
495,,,,
496,,,,
497,,,,
498,,,,
499,,,,
500,,,,
501,,,,
502,,,,
503,,,,
504,,,,
505,,,,
506,,,,
507,,,,
508,,,,
509,,,,
510,,,,
511,,,,
